state,modeldate,candidate_name,startdate,enddate,pollster,pollster_rating_id,samplesize,population,weight,influence,pct,house_adjusted_pct,trend_and_house_adjusted_pct,tracking,poll_id,question_id
"National","8/3/2024","Kamala Harris","7/22/2024","7/22/2024","Marist College",183,1117,"rv",1.429356,.5281883,42,41.77218,42.96706,"",87531,203980
"National","8/3/2024","Kamala Harris","7/21/2024","7/23/2024","YouGov",391,1435,"rv",.966617,.3392036,41,42.08653,43.28614,"",87536,204062
"Georgia","8/3/2024","Kamala Harris","7/22/2024","7/22/2024","Landmark Communications",166,400,"lv",1.007723,.2833309,44.3,43.7788,45.04759,"",87534,204026
"National","8/3/2024","Kamala Harris","7/21/2024","7/23/2024","ActiVote",721,1000,"lv",.8304751,.2928757,49.5,45.99994,47.25104,"",87537,204106
"National","8/3/2024","Kamala Harris","7/21/2024","7/22/2024","Morning Consult",218,4001,"rv",1.140022,.1972459,45,42.97379,44.58061,"",87523,203777
"National","8/3/2024","Kamala Harris","7/19/2024","7/22/2024","YouGov",391,1178,"rv",.9804718,.1748452,41,42.08653,43.67572,"",87529,203943
"North Carolina","8/3/2024","Kamala Harris","7/19/2024","7/20/2024","Public Policy Polling",263,573,"rv",.87103,.1847262,44,43.73614,45.36637,"",87526,203802
"National","8/3/2024","Kamala Harris","7/19/2024","7/21/2024","Florida Atlantic University/Mainstreet Research",770,711,"lv",.8951985,.1178128,39.3,40.17081,42.17391,"",87528,203855
"National","8/3/2024","Kamala Harris","7/19/2024","7/21/2024","Harris Insights & Analytics",133,2169,"lv",1.385613,.1794457,46,42.24313,44.28129,"",87521,203737
"National","8/3/2024","Kamala Harris","7/19/2024","7/21/2024","Quinnipiac University",267,1257,"rv",1.355245,.1818012,41,42.35318,44.31709,"",87524,203795
"New Hampshire","8/3/2024","Kamala Harris","7/19/2024","7/21/2024","Praecones Analytica",257,601,"rv",.8685638,.1881233,39.3,41.79898,43.5125,"",87509,203620
"Arizona","8/3/2024","Kamala Harris","7/19/2024","7/20/2024","Public Policy Polling",263,736,"rv",.8179438,.042658,40,39.95938,41.77617,"",87525,203798
"National","8/3/2024","Kamala Harris","7/19/2024","7/21/2024","Echelon Insights",407,982,"lv",1.198089,.1607192,47,43.46834,45.44029,"",87520,203669
"Pennsylvania","8/3/2024","Kamala Harris","7/17/2024","7/18/2024","Public Policy Polling",263,624,"rv",.863735,.0202795,43,42.83973,45.0944,"",87485,203573
"Michigan","8/3/2024","Kamala Harris","7/17/2024","7/18/2024","Public Policy Polling",263,650,"rv",.7623327,.0030852,41,41.38307,43.32827,"",87486,203577
"National","8/3/2024","Kamala Harris","7/16/2024","7/18/2024","YouGov",391,2240,"lv",1.411647,0,48,44.46481,47.34301,"",87483,203552
"Georgia","8/3/2024","Kamala Harris","7/9/2024","7/18/2024","University of Georgia",350,1000,"lv",1.119954,0,45.9,41.72789,44.59663,"",87510,203623
"Georgia","8/3/2024","Kamala Harris","7/15/2024","7/16/2024","InsiderAdvantage",243,800,"lv",1.01441,0,36.7,34.82368,37.63396,"",87429,203135
"Pennsylvania","8/3/2024","Kamala Harris","7/15/2024","7/16/2024","InsiderAdvantage",243,800,"lv",1.01441,0,40,37.52048,40.55089,"",87475,203530
"Arizona","8/3/2024","Kamala Harris","7/15/2024","7/16/2024","InsiderAdvantage",243,800,"lv",1.01441,0,42,39.09021,42.10286,"",87477,203532
"Nevada","8/3/2024","Kamala Harris","7/15/2024","7/16/2024","InsiderAdvantage",243,800,"lv",1.01441,.18411,40,37.38618,40.32053,"",87476,203531
"Florida","8/3/2024","Kamala Harris","7/15/2024","7/16/2024","InsiderAdvantage",243,800,"lv",1.01441,.18411,39,36.01406,38.88296,"",87467,203388
"National","8/3/2024","Kamala Harris","7/15/2024","7/16/2024","Ipsos",154,992,"rv",.8833403,0,44,42.24048,45.5613,"",87433,203337
"Pennsylvania","8/3/2024","Kamala Harris","7/13/2024","7/16/2024","Civiqs",471,536,"rv",.738781,0,44,43.13543,46.26204,"",87492,203589
"Michigan","8/3/2024","Kamala Harris","7/13/2024","7/16/2024","Civiqs",471,532,"rv",.7372482,0,46,45.26138,48.07596,"",87494,203593
"National","8/3/2024","Kamala Harris","7/13/2024","7/16/2024","YouGov",391,1404,"rv",1.088165,0,39,40.07576,43.39694,"",87437,203235
"Wisconsin","8/3/2024","Kamala Harris","7/13/2024","7/16/2024","Civiqs",471,514,"rv",.7301393,0,48,47.21697,50.01071,"",87493,203594
"National","8/3/2024","Kamala Harris","7/15/2024","7/15/2024","Morning Consult",218,2045,"rv",1.201874,0,45,42.30582,45.74522,"",87423,203020
"Georgia","8/3/2024","Kamala Harris","7/14/2024","7/15/2024","Florida Atlantic University/Mainstreet Research",770,312,"lv",.5107227,0,38,38.57766,41.42318,"",87471,203507
"Virginia","8/3/2024","Kamala Harris","7/14/2024","7/15/2024","Emerson College",88,1000,"rv",1.329066,1.329066,44.5,42.53013,45.5904,"",87468,203402
"Virginia","8/3/2024","Kamala Harris","7/14/2024","7/15/2024","Florida Atlantic University/Mainstreet Research",770,265,"lv",.479259,.479259,41,41.16588,44.20255,"",87473,203521
"National","8/3/2024","Kamala Harris","7/12/2024","7/15/2024","SurveyUSA",325,1098,"lv",1.549629,0,42,39.31973,42.75423,"",87449,203390
"National","8/3/2024","Kamala Harris","7/13/2024","7/15/2024","Harris Insights & Analytics",133,1918,"rv",1.180141,0,48,45.41144,48.84293,"",87435,203234
"Georgia","8/3/2024","Kamala Harris","7/12/2024","7/13/2024","Florida Atlantic University/Mainstreet Research",770,549,"lv",.6760592,0,38,38.57766,41.46344,"",87441,203499
"Virginia","8/3/2024","Kamala Harris","7/12/2024","7/13/2024","Florida Atlantic University/Mainstreet Research",770,544,"lv",.6923547,.6370167,43,43.16726,46.25174,"",87440,203513
"National","8/3/2024","Kamala Harris","7/12/2024","7/14/2024","Big Village",37,1499,"lv",1.174875,0,37.3,38.57166,42.00424,"",87432,203162
"Washington","8/3/2024","Kamala Harris","7/10/2024","7/13/2024","SurveyUSA",325,708,"lv",1.329363,.2387091,51,47.12868,50.36154,"",87430,203358
"Pennsylvania","8/3/2024","Kamala Harris","7/11/2024","7/12/2024","Public Policy Polling",263,537,"rv",.8397312,0,45,41.65643,44.67781,"",87514,203641
"Michigan","8/3/2024","Kamala Harris","7/11/2024","7/12/2024","Public Policy Polling",263,568,"rv",.7965377,0,46,43.19189,45.93143,"",87513,203634
"Virginia","8/3/2024","Kamala Harris","7/9/2024","7/12/2024","The New York Times/Siena College",448,661,"lv",1.372263,1.153055,43,42.91384,46.05186,"",87404,202989
"Arizona","8/3/2024","Kamala Harris","7/10/2024","7/11/2024","Public Policy Polling",263,596,"rv",.8814034,0,44,40.76605,44.20079,"",87512,203627
"Wisconsin","8/3/2024","Kamala Harris","7/10/2024","7/11/2024","Public Policy Polling",263,548,"rv",.8590776,0,48,44.63418,47.61094,"",87515,203648
"National","8/3/2024","Kamala Harris","7/8/2024","7/11/2024","OH Predictive Insights",235,2295,"lv",1.298234,0,44,40.5752,44.26249,"",87395,203055
"Pennsylvania","8/3/2024","Kamala Harris","7/9/2024","7/11/2024","The New York Times/Siena College",448,872,"lv",1.521815,0,42,41.94429,45.16713,"",87403,202987
"National","8/3/2024","Kamala Harris","7/9/2024","7/10/2024","Marist College",183,1174,"rv",1.453317,0,50,46.5091,50.22974,"",87377,202771
"National","8/3/2024","Kamala Harris","7/7/2024","7/13/2024","Manhattan Institute",781,2100,"lv",1.078746,0,36,37.92913,41.57087,"",87436,203227
"National","8/3/2024","Kamala Harris","7/7/2024","7/10/2024","Beacon Research/Shaw & Co. Research",103,1210,"rv",1.474272,0,48,44.40702,48.19557,"",87393,202866
"National","8/3/2024","Kamala Harris","7/7/2024","7/9/2024","Hart Research Associates/Public Opinion Strategies",221,800,"rv",1.105344,0,45,42.40258,46.2148,"",87394,202873
"National","8/3/2024","Kamala Harris","7/7/2024","7/9/2024","YouGov",391,1443,"rv",1.086101,0,38,39.0695,42.83705,"",87363,202541
"Wisconsin","8/3/2024","Kamala Harris","7/6/2024","7/10/2024","North Star Opinion Research",233,600,"lv",.9908795,0,47,43.44847,46.65484,"",87380,202817
"National","8/3/2024","Kamala Harris","7/7/2024","7/8/2024","Emerson College",88,1370,"rv",1.470507,0,42.8,40.90522,44.69735,"",87361,202463
"National","8/3/2024","Kamala Harris","7/8/2024","7/8/2024","Redfield & Wilton Strategies",562,1101,"lv",.9610172,0,37,37.88006,41.67315,"",87364,202570
"National","8/3/2024","Kamala Harris","7/5/2024","7/9/2024","Ipsos",154,2041,"rv",.9231689,0,49,46.94603,50.92526,"",87367,202656
"National","8/3/2024","Kamala Harris","7/2/2024","7/6/2024","Bendixen & Amandi International",29,1000,"lv",.9656021,0,42,39.03333,42.97138,"",87358,202427
"National","8/3/2024","Kamala Harris","7/1/2024","7/3/2024","Data for Progress",522,2067,"lv",1.089106,0,46,41.77397,45.75663,"",87366,202610
"National","8/3/2024","Kamala Harris","7/1/2024","7/2/2024","Ipsos",154,892,"rv",.7207345,0,42,39.88339,43.91979,"",87297,201892
"National","8/3/2024","Kamala Harris","7/1/2024","7/3/2024","J.L. Partners",619,1000,"lv",.9872479,0,38,36.34904,40.25212,"",87314,202142
"National","8/3/2024","Kamala Harris","6/28/2024","7/1/2024","YouGov",391,1176,"rv",1.109194,0,45,42.65558,46.68914,"",87298,201923
"National","8/3/2024","Kamala Harris","6/28/2024","6/30/2024","SSRS",297,1274,"rv",.9478914,0,45,42.13596,46.13944,"",87294,201882
"National","8/3/2024","Kamala Harris","6/28/2024","6/30/2024","Harris Insights & Analytics",133,1500,"rv",1.198962,0,39,39.56493,43.55907,"",87304,202058
"National","8/3/2024","Kamala Harris","6/28/2024","6/28/2024","Data for Progress",522,1011,"lv",.841207,0,45,40.6879,44.60798,"",87276,201737
"Georgia","8/3/2024","Donald Trump","7/29/2024","7/30/2024","Public Policy Polling",263,662,"rv",.9082701,.9082701,47,46.97022,46.93848,"",87633,204849
"Pennsylvania","8/3/2024","Donald Trump","7/29/2024","7/30/2024","Public Policy Polling",263,627,"rv",.8945254,.8945254,48,46.89048,46.88794,"",87632,204848
"Arizona","8/3/2024","Donald Trump","7/29/2024","7/30/2024","Public Policy Polling",263,618,"rv",.8908122,.8908122,49,48.08966,48.0818,"",87631,204847
"National","8/3/2024","Donald Trump","7/29/2024","7/31/2024","RMG Research",555,3000,"rv",1.214496,1.214496,42,42.36065,42.35338,"",87656,205165
"Georgia","8/3/2024","Donald Trump","7/29/2024","7/30/2024","Trafalgar Group/InsiderAdvantage",671,,"lv",.8285843,.8285843,49,46.05282,46.012,"",87658,205167
"National","8/3/2024","Donald Trump","7/27/2024","7/30/2024","Civiqs",471,1123,"rv",.8738968,.8432875,45,44.83435,44.77931,"",87641,204936
"National","8/3/2024","Donald Trump","7/27/2024","7/30/2024","YouGov",391,1434,"rv",1.235144,1.190748,44,44.74405,44.75623,"",87628,204845
"National","8/3/2024","Donald Trump","7/29/2024","7/29/2024","Redfield & Wilton Strategies",562,1750,"lv",1.05666,1.019649,43,43.17136,43.11293,"",87619,204785
"Pennsylvania","8/3/2024","Donald Trump","7/27/2024","7/28/2024","Quantus Polls and News",859,500,"rv",.7591876,.6985504,47.6,45.92001,45.82901,"",87638,204875
"National","8/3/2024","Donald Trump","7/26/2024","7/29/2024","American Pulse",836,1035,"lv",.9366338,.8710204,46.7,45.84966,45.75557,"",87643,204991
"National","8/3/2024","Donald Trump","7/26/2024","7/27/2024","Florida Atlantic University/Mainstreet Research",770,952,"lv",.9772951,.8746024,43,43.23904,43.16333,"",87617,204775
"National","8/3/2024","Donald Trump","7/24/2024","7/29/2024","ActiVote",721,1000,"lv",.875528,.7817987,45.5,44.72862,44.61235,"",87639,204877
"New Hampshire","8/3/2024","Donald Trump","7/26/2024","7/28/2024","Emerson College",88,1000,"rv",1.329066,1.329066,41.4,42.69624,42.56935,"",87635,204853
"National","8/3/2024","Donald Trump","7/26/2024","7/28/2024","Ipsos",154,876,"rv",.6758482,.6035414,42,42.54962,42.42069,"",87630,204846
"National","8/3/2024","Donald Trump","7/26/2024","7/28/2024","Leger",572,786,"lv",1.001678,.8964229,41,42.00991,41.87633,"",87642,204940
"National","8/3/2024","Donald Trump","7/26/2024","7/28/2024","Morning Consult",218,11538,"rv",1.150079,1.027625,46,44.86787,44.75925,"T",87597,204617
"National","8/3/2024","Donald Trump","7/26/2024","7/28/2024","Harris Insights & Analytics",133,2196,"rv",1.174445,1.048737,47,45.98611,45.88771,"",87613,204702
"Pennsylvania","8/3/2024","Donald Trump","7/24/2024","7/28/2024","Morning Consult",218,804,"rv",.9615175,.8079224,46,46.71414,46.57813,"",87626,204799
"Michigan","8/3/2024","Donald Trump","7/23/2024","7/29/2024","Public Opinion Strategies",260,400,"lv",.9511118,.9511118,45,42.1214,41.96381,"",87645,204994
"Ohio","8/3/2024","Donald Trump","7/23/2024","7/28/2024","Fabrizio Lee & Associates/Impact Research",694,600,"lv",.8675019,.8675019,48,48,47.88061,"",87650,205029
"Arizona","8/3/2024","Donald Trump","7/23/2024","7/29/2024","Public Opinion Strategies",260,400,"lv",.9511118,.799179,48,45.02922,44.86079,"",87644,204993
"Wisconsin","8/3/2024","Donald Trump","7/23/2024","7/29/2024","Public Opinion Strategies",260,400,"lv",.9511118,.9511118,46,43.26604,43.13769,"",87648,204997
"Nevada","8/3/2024","Donald Trump","7/24/2024","7/28/2024","Morning Consult",218,454,"rv",.8107653,.8107653,43,44.2431,44.07139,"",87624,204797
"Georgia","8/3/2024","Donald Trump","7/24/2024","7/28/2024","Morning Consult",218,799,"rv",.9599783,.8066291,45,46.27272,46.13439,"",87622,204795
"Michigan","8/3/2024","Donald Trump","7/24/2024","7/28/2024","Morning Consult",218,706,"rv",.9296545,.9296545,39,40.76552,40.60865,"",87623,204796
"National","8/3/2024","Donald Trump","7/25/2024","7/27/2024","Morning Consult",218,4000,"rv",.2482506,.2129593,45,43.84436,43.7057,"T",87598,204618
"Pennsylvania","8/3/2024","Donald Trump","7/23/2024","7/29/2024","Public Opinion Strategies",260,400,"lv",.9511118,.799179,45,42.41703,42.28375,"",87647,204996
"National","8/3/2024","Donald Trump","7/23/2024","7/29/2024","McLaughlin & Associates",203,1000,"lv",.7394398,.6358408,42,42.73243,42.56428,"",87640,204925
"Nevada","8/3/2024","Donald Trump","7/23/2024","7/29/2024","Public Opinion Strategies",260,400,"lv",.9511118,.9511118,46,43.15123,42.97873,"",87646,204995
"North Carolina","8/3/2024","Donald Trump","7/24/2024","7/28/2024","Morning Consult",218,706,"rv",.9296545,.9296545,45,46.20592,46.0631,"",87625,204798
"Wisconsin","8/3/2024","Donald Trump","7/24/2024","7/28/2024","Morning Consult",218,700,"rv",.9275542,.9275542,45,45.97426,45.84438,"",87627,204800
"Arizona","8/3/2024","Donald Trump","7/24/2024","7/28/2024","Morning Consult",218,804,"rv",.9615175,.8079224,44,45.33194,45.16221,"",87621,204794
"Florida","8/3/2024","Donald Trump","7/24/2024","7/27/2024","University of North Florida",360,774,"lv",1.264148,1.264148,49,45.83776,45.67162,"",87612,204676
"National","8/3/2024","Donald Trump","7/24/2024","7/25/2024","Rasmussen Reports",277,2163,"lv",1.215129,.9997419,46,44.59861,44.39384,"",200043,2000432
"National","8/3/2024","Donald Trump","7/24/2024","7/26/2024","Morning Consult",218,4000,"rv",.2480395,.2038605,45,43.8179,43.63598,"T",87599,204619
"National","8/3/2024","Donald Trump","7/24/2024","7/25/2024","Ipsos",154,1238,"a",.6252246,.5142083,38,42.56359,42.36136,"",87614,204763
"Washington","8/3/2024","Donald Trump","7/24/2024","7/25/2024","Public Policy Polling",263,581,"lv",.9104527,.9104527,38,38.30733,38.84398,"",87576,204375
"Oregon","8/3/2024","Donald Trump","7/24/2024","7/26/2024","Hoffman Research Group",141,700,"lv",.8395725,.8395725,40,40,39.83944,"",87634,204851
"New Hampshire","8/3/2024","Donald Trump","7/24/2024","7/25/2024","Saint Anselm College",494,2083,"rv",1.363115,1.284013,44,44.71504,44.51982,"",87560,204339
"National","8/3/2024","Donald Trump","7/23/2024","7/25/2024","Angus Reid Global",13,1743,"rv",1.373048,1.084492,42,41.88287,41.63844,"",87592,204593
"National","8/3/2024","Donald Trump","7/23/2024","7/25/2024","Morning Consult",218,4000,"rv",.2505119,.1967857,45,43.79144,43.57555,"T",87600,204620
"Minnesota","8/3/2024","Donald Trump","7/23/2024","7/25/2024","SurveyUSA",325,656,"lv",1.293963,1.293963,40,37.49552,37.28576,"",87581,204502
"Pennsylvania","8/3/2024","Donald Trump","7/23/2024","7/25/2024","Bullfinch",692,800,"rv",.8577757,.6522411,44,45.06638,44.87852,"",87575,204378
"New Hampshire","8/3/2024","Donald Trump","7/23/2024","7/25/2024","University of New Hampshire",357,2875,"lv",1.16764,1.066002,43,43.12353,42.90265,"",87559,204335
"Maine","8/3/2024","Donald Trump","7/23/2024","7/25/2024","University of New Hampshire",357,1445,"lv",1.02402,1.02402,40,40.0044,39.81868,"",87558,204333
"National","8/3/2024","Donald Trump","7/23/2024","7/25/2024","AtlasIntel",546,1980,"rv",1.749679,1.381972,47.7,47.30115,47.05259,"",87590,204553
"National","8/3/2024","Donald Trump","7/23/2024","7/25/2024","Fabrizio/GBAO",796,1000,"rv",.9019572,.7124045,44,44.93602,44.6904,"",87580,204500
"Pennsylvania","8/3/2024","Donald Trump","7/22/2024","7/28/2024","Susquehanna Polling & Research Inc.",326,600,"lv",1.078603,.6478565,43,43.32329,43.01003,"",87618,204782
"National","8/3/2024","Donald Trump","7/22/2024","7/26/2024","Clarity Campaign Labs",52,995,"lv",1.142427,.7022637,47,43.91146,43.45675,"",87659,205198
"National","8/3/2024","Donald Trump","7/22/2024","7/25/2024","Harris Insights & Analytics",133,2472,"lv",1.193619,.7269784,46.5,44.24903,43.81613,"",87579,204443
"Michigan","8/3/2024","Donald Trump","7/22/2024","7/24/2024","Beacon Research/Shaw & Co. Research",103,1012,"rv",1.388323,.8375943,45,45.56427,45.10468,"",87585,204515
"Michigan","8/3/2024","Donald Trump","7/22/2024","7/24/2024","Redfield & Wilton Strategies",562,512,"lv",.804052,.4850955,44,43.90087,43.44207,"",87569,204354
"National","8/3/2024","Donald Trump","7/22/2024","7/24/2024","Rasmussen Reports",277,1074,"lv",.9242403,.5309922,49,47.59172,47.07489,"",200041,2000412
"Arizona","8/3/2024","Donald Trump","7/22/2024","7/23/2024","Emerson College",88,800,"rv",1.235309,.6433157,47.5,48.03097,47.56471,"",87542,204153
"Pennsylvania","8/3/2024","Donald Trump","7/22/2024","7/24/2024","Redfield & Wilton Strategies",562,851,"lv",.9082868,.4730112,46,45.64121,45.26215,"",87563,204358
"Nevada","8/3/2024","Donald Trump","7/22/2024","7/24/2024","Redfield & Wilton Strategies",562,435,"lv",.7668447,.6576853,45,44.89296,44.42118,"",87562,204356
"Arizona","8/3/2024","Donald Trump","7/22/2024","7/24/2024","Redfield & Wilton Strategies",562,510,"lv",.8031887,.4182789,46,45.9421,45.47671,"",87566,204351
"Michigan","8/3/2024","Donald Trump","7/22/2024","7/24/2024","Glengariff Group",117,600,"lv",.9587052,.5783999,41.3,41.80377,41.34819,"",87572,204360
"National","8/3/2024","Donald Trump","7/22/2024","7/23/2024","YouGov",391,1155,"lv",.9574304,.5428072,46,45.50593,45.05073,"",87555,204188
"National","8/3/2024","Donald Trump","7/22/2024","7/23/2024","Ipsos",154,1018,"rv",.724315,.4142597,38,41.06428,40.55881,"",87530,203951
"National","8/3/2024","Donald Trump","7/22/2024","7/24/2024","Morning Consult",218,11297,"rv",.4410342,.2458794,45,43.63278,43.14314,"T",87552,204169
"Georgia","8/3/2024","Donald Trump","7/22/2024","7/24/2024","Redfield & Wilton Strategies",562,1180,"lv",.9752806,.5078998,47,46.83212,46.46647,"",87568,204353
"Michigan","8/3/2024","Donald Trump","7/22/2024","7/23/2024","Emerson College",88,800,"rv",1.235309,.7452789,44.1,44.88076,44.4208,"",87544,204155
"National","8/3/2024","Donald Trump","7/22/2024","7/24/2024","Big Village",37,1492,"lv",1.173604,.6803215,44.3,44.91863,44.42433,"",87541,204138
"North Carolina","8/3/2024","Donald Trump","7/22/2024","7/24/2024","Redfield & Wilton Strategies",562,586,"lv",.8328815,.6309597,46,46.04474,45.66187,"",87564,204357
"Wisconsin","8/3/2024","Donald Trump","7/22/2024","7/24/2024","Redfield & Wilton Strategies",562,523,"lv",.8087144,.4879084,44,44.22667,43.80645,"",87571,204359
"Minnesota","8/3/2024","Donald Trump","7/22/2024","7/24/2024","Redfield & Wilton Strategies",562,475,"lv",.7872432,.5883062,41,40.85785,40.39721,"",87570,204355
"National","8/3/2024","Donald Trump","7/22/2024","7/23/2024","RMG Research",555,2000,"rv",.9424692,.5395238,48,48.36605,47.85344,"",87539,204123
"Wisconsin","8/3/2024","Donald Trump","7/22/2024","7/23/2024","Emerson College",88,845,"rv",1.257808,.7588529,44.9,45.86683,45.44735,"",87545,204156
"National","8/3/2024","Donald Trump","7/22/2024","7/24/2024","The New York Times/Siena College",448,1142,"lv",1.681785,.9749072,43,43.52982,43.03143,"",87557,204206
"Minnesota","8/3/2024","Donald Trump","7/22/2024","7/24/2024","Beacon Research/Shaw & Co. Research",103,1071,"rv",1.415126,1.057523,41,41.72432,41.2637,"",87584,204511
"National","8/3/2024","Donald Trump","7/22/2024","7/24/2024","SurveyMonkey",324,5265,"a",1.026118,.5948261,39,42.7759,42.28151,"",87561,204361
"Georgia","8/3/2024","Donald Trump","7/22/2024","7/23/2024","Emerson College",88,800,"rv",1.235309,.6433157,45.9,46.89541,46.52597,"",87543,204154
"Wisconsin","8/3/2024","Donald Trump","7/22/2024","7/24/2024","Beacon Research/Shaw & Co. Research",103,1046,"rv",1.403903,.8469938,46,46.71693,46.29938,"",87582,204503
"Pennsylvania","8/3/2024","Donald Trump","7/22/2024","7/23/2024","Emerson College",88,850,"rv",1.260253,.6563057,46.1,46.63203,46.25071,"",87546,204157
"National","8/3/2024","Donald Trump","7/22/2024","7/23/2024","SSRS",297,1631,"rv",.9972708,.5781038,49,46.54754,46.01867,"",200042,2000421
"Pennsylvania","8/3/2024","Donald Trump","7/22/2024","7/24/2024","Beacon Research/Shaw & Co. Research",103,1034,"rv",1.398447,.7282733,43,44.21935,43.84189,"",87583,204507
"Florida","8/3/2024","Donald Trump","7/22/2024","7/24/2024","Redfield & Wilton Strategies",562,572,"lv",.8278549,.7100108,47,46.75863,46.34326,"",87567,204352
"National","8/3/2024","Donald Trump","7/22/2024","7/24/2024","Change Research",48,2137,"rv",1.139644,.6606354,43,42.54638,42.05222,"",87553,204173
"Pennsylvania","8/3/2024","Donald Trump","7/20/2024","7/23/2024","North Star Opinion Research",233,600,"lv",.9908795,.2785951,47,43.62204,43.1076,"",87540,204126
"National","8/3/2024","Donald Trump","7/22/2024","7/22/2024","Marist College",183,1117,"rv",1.429356,.5281883,42,43.03371,42.34286,"",87531,203980
"National","8/3/2024","Donald Trump","7/21/2024","7/23/2024","ActiVote",721,1000,"lv",.8304751,.2928757,50.5,46.09695,45.393,"",87537,204106
"Georgia","8/3/2024","Donald Trump","7/22/2024","7/22/2024","Landmark Communications",166,400,"lv",1.007723,.2833309,45.8,45.84749,45.36604,"",87534,204026
"National","8/3/2024","Donald Trump","7/21/2024","7/23/2024","YouGov",391,1435,"rv",.966617,.3392036,44,44.74405,44.08721,"",87536,204062
"National","8/3/2024","Donald Trump","7/21/2024","7/22/2024","Morning Consult",218,4001,"rv",1.140022,.1972459,47,45.33387,44.44738,"",87523,203777
"National","8/3/2024","Donald Trump","7/19/2024","7/22/2024","YouGov",391,1178,"rv",.9804718,.1748452,43,43.7417,42.86234,"",87529,203943
"National","8/3/2024","Donald Trump","7/19/2024","7/21/2024","Harris Insights & Analytics",133,2169,"lv",1.385613,.1794457,54,47.72226,46.64195,"",87521,203737
"New Hampshire","8/3/2024","Donald Trump","7/19/2024","7/21/2024","Praecones Analytica",257,601,"rv",.8685638,.1881233,40.2,41.7481,40.93069,"",87509,203620
"National","8/3/2024","Donald Trump","7/19/2024","7/21/2024","Echelon Insights",407,982,"lv",1.198089,.1607192,49,45.05525,44.04669,"",87520,203669
"National","8/3/2024","Donald Trump","7/19/2024","7/21/2024","Quinnipiac University",267,1257,"rv",1.355245,.1818012,45,45.88922,44.87976,"",87524,203795
"National","8/3/2024","Donald Trump","7/19/2024","7/21/2024","Florida Atlantic University/Mainstreet Research",770,711,"lv",.8951985,.1178128,45.3,45.54067,44.48709,"",87528,203855
"Arizona","8/3/2024","Donald Trump","7/19/2024","7/20/2024","Public Policy Polling",263,736,"rv",.8179438,.042658,46,47.59995,46.55521,"",87525,203798
"North Carolina","8/3/2024","Donald Trump","7/19/2024","7/20/2024","Public Policy Polling",263,573,"rv",.87103,.1847262,48,50.07736,49.26234,"",87526,203802
"Pennsylvania","8/3/2024","Donald Trump","7/17/2024","7/18/2024","Public Policy Polling",263,624,"rv",.863735,.0202795,45,46.397,45.63845,"",87485,203573
"Michigan","8/3/2024","Donald Trump","7/17/2024","7/18/2024","Public Policy Polling",263,650,"rv",.7623327,.0030852,46,47.84517,46.92825,"",87486,203577
"National","8/3/2024","Donald Trump","7/16/2024","7/18/2024","YouGov",391,2240,"lv",1.411647,0,51,46.13177,45.39859,"",87483,203552
"Georgia","8/3/2024","Donald Trump","7/9/2024","7/18/2024","University of Georgia",350,1000,"lv",1.119954,0,50.5,45.87639,45.62608,"",87510,203623
"Nevada","8/3/2024","Donald Trump","7/15/2024","7/16/2024","InsiderAdvantage",243,800,"lv",1.01441,.18411,50,45.2113,44.93044,"",87476,203531
"Pennsylvania","8/3/2024","Donald Trump","7/15/2024","7/16/2024","InsiderAdvantage",243,800,"lv",1.01441,0,47,42.96488,42.74812,"",87475,203530
"Georgia","8/3/2024","Donald Trump","7/15/2024","7/16/2024","InsiderAdvantage",243,800,"lv",1.01441,0,47.1,43.26666,43.08749,"",87429,203135
"Arizona","8/3/2024","Donald Trump","7/15/2024","7/16/2024","InsiderAdvantage",243,800,"lv",1.01441,0,48,43.93976,43.67385,"",87477,203532
"National","8/3/2024","Donald Trump","7/15/2024","7/16/2024","Ipsos",154,992,"rv",.8833403,0,44,43.30972,43.01964,"",87433,203337
"Florida","8/3/2024","Donald Trump","7/15/2024","7/16/2024","InsiderAdvantage",243,800,"lv",1.01441,.18411,49.3,44.89607,44.65083,"",87467,203388
"Pennsylvania","8/3/2024","Donald Trump","7/13/2024","7/16/2024","Civiqs",471,536,"rv",.738781,0,46,48.00063,47.81767,"",87492,203589
"Wisconsin","8/3/2024","Donald Trump","7/13/2024","7/16/2024","Civiqs",471,514,"rv",.7301393,0,48,49.80264,49.54519,"",87493,203594
"Michigan","8/3/2024","Donald Trump","7/13/2024","7/16/2024","Civiqs",471,532,"rv",.7372482,0,46,47.96028,47.64391,"",87494,203593
"National","8/3/2024","Donald Trump","7/13/2024","7/16/2024","YouGov",391,1404,"rv",1.088165,0,44,44.74405,44.57603,"",87437,203235
"National","8/3/2024","Donald Trump","7/15/2024","7/15/2024","Morning Consult",218,2045,"rv",1.201874,0,46,43.49079,43.57819,"",87423,203020
"Virginia","8/3/2024","Donald Trump","7/14/2024","7/15/2024","Florida Atlantic University/Mainstreet Research",770,265,"lv",.479259,.479259,45,45.06534,45.14884,"",87473,203521
"Virginia","8/3/2024","Donald Trump","7/14/2024","7/15/2024","Emerson College",88,1000,"rv",1.329066,1.329066,46.7,43.42714,43.53615,"",87468,203402
"Georgia","8/3/2024","Donald Trump","7/14/2024","7/15/2024","Florida Atlantic University/Mainstreet Research",770,312,"lv",.5107227,0,46,45.46931,45.47557,"",87471,203507
